-1.608561,0.105946,-1.733777,1.974282,1.974288,0.479673,2.736463,3.948498,4.722114,4.836447,4.767868,1.000000,65.561760
-0.271546,0.523719,-0.989224,-0.683891,-0.683893,0.448073,2.657368,4.19424,5.143066,5.312014,5.301152,0.0,65.113388
0.990986,1.080172,-0.188289,-2.133633,-2.133612,1.946268,3.926253,5.803832,6.952712,7.225431,7.384121,0.0,63.724121
-0.15903,0.447261,-0.874677,-0.29729,-0.297319,1.43326,3.392312,5.45142,6.651433,7.223545,7.440953,0.0,63.534657
-2.486663,0.090605,-2.557127,-1.272244,2.005609,-0.401713,0.843772,2.913457,4.14123,4.877115,5.128005,0.0,64.808914
-0.094477,1.165239,-0.262428,-4.097461,-4.097463,2.756891,4.373334,6.49918,7.925841,8.92327,9.280705,0.0,62.153393
-0.518089,0.475775,-0.581524,-0.713818,-0.713803,2.392532,4.190448,6.343853,8.053998,9.232357,9.665904,0.0,61.70974
1.986039,1.986039,0.0,-1.511956,-1.51197,2.994527,4.94238,6.975668,8.949785,10.31048,10.853598,0.0,60.776707
-1.194406,0.714509,-1.194406,0.66559,0.665599,1.544202,3.439616,5.427695,7.516866,8.911983,9.714073,1.0,61.181236
0.03258,0.879574,-0.206323,-1.791614,-1.791618,1.824302,4.626438,6.456086,8.709359,10.227802,11.239398,0.0,60.085102
0.085042,0.850515,-0.393375,2.139216,2.139211,-0.563467,1.752182,3.615441,5.752529,7.329486,8.500153,1.0,61.370449
0.052646,0.368542,-0.242184,0.967463,0.967485,-1.434151,0.26895,2.030339,4.071822,5.801385,7.080799,1.0,61.964199
2.712121,2.723009,0.0,-3.327369,-3.327365,1.666473,3.082109,4.871509,6.819361,8.765231,10.211474,0.0,59.902424
3.606577,3.606577,-0.068715,-4.868739,-4.868751,5.39729,7.208596,9.169001,11.241295,13.425277,15.007964,0.0,56.985924
-0.69647,0.460581,-1.685004,1.923501,1.923498,2.718502,4.027191,6.395936,8.275175,10.510405,12.144075,1.0,58.082047
0.291566,0.933045,-1.80779,-3.684557,-3.684567,4.707268,6.896441,9.319734,11.429341,13.753053,15.571611,0.0,55.941975
-0.26126,0.318027,-0.863258,2.682532,2.682535,0.397551,3.360974,5.573555,7.645582,9.890526,11.84082,1.0,57.442638
-1.072391,0.067019,-2.669796,1.68105,1.681047,-1.773899,1.246657,3.221409,5.222203,7.286754,9.327321,1.0,58.408276
-0.408388,0.695358,-0.949227,1.206428,1.206449,-2.225175,-0.310159,1.492266,3.374345,5.345829,7.415786,1.0,59.112942
-0.928974,0.907099,-1.639357,0.993387,0.993385,-2.644821,-1.355202,-0.076516,1.972929,3.743422,5.821804,1.0,59.700161
1.725659,1.924781,-0.353972,-1.202196,-1.202215,-0.429189,-0.559717,0.78099,2.656044,4.462414,6.502837,0.0,58.982437
1.55516,1.731209,-0.396134,-1.982293,-1.982287,1.712712,0.733344,2.369839,4.100779,5.906979,7.940535,0.0,57.813236
-0.919601,0.622958,-1.616725,-1.085689,-1.085686,2.401484,1.3639,3.074799,4.671695,6.457901,8.384164,0.0,57.185566
1.031239,1.031239,-0.869175,0.682289,0.682289,1.173568,0.779433,1.958818,3.444885,5.142169,6.994295,1.0,57.575737
0.279168,0.631795,-0.088155,0.265175,0.265167,0.222885,0.451647,1.417013,2.558049,4.409282,6.10952,1.0,57.728409
-0.262201,0.50983,-0.29134,0.866888,0.86689,-0.897306,-0.018935,0.185711,1.339631,3.008217,4.695737,1.0,58.228851
0.129529,0.748412,-0.287858,1.209033,1.20904,-1.701218,-0.960438,-1.354019,-0.106566,1.358188,2.962235,1.0,58.932861
-1.233711,0.152483,-1.400058,3.828434,3.828416,-4.017178,-4.157819,-4.851164,-3.756194,-2.544864,-1.092403,1.0,61.189056
0.211299,0.323994,-0.732493,-1.594124,-1.594112,-1.586139,-2.42244,-2.952452,-2.277454,-1.18677,0.18231,0.0,60.213634
-0.25313,0.379688,-0.787509,0.169042,0.169051,-0.894399,-2.48511,-2.86938,-2.423283,-1.651533,-0.206554,1.0,60.315426
-0.573993,0.097998,-0.601988,0.450006,0.450006,-0.559996,-2.657155,-2.793418,-2.925085,-2.195549,-0.927325,1.0,60.586849
-0.138321,0.539418,-0.23514,1.21798,1.217966,-0.976486,-3.255877,-3.541084,-4.145331,-3.397549,-2.325408,1.0,61.324776
0.625864,0.931847,-0.361618,-0.553252,-0.553232,-0.492362,-2.094592,-2.722742,-3.523284,-2.846445,-1.931722,0.0,60.985508
-0.676139,0.262182,-0.676139,0.792766,0.792744,-0.866554,-2.231261,-3.232312,-3.917423,-3.591843,-2.815056,1.0,61.468967
0.041378,0.496553,-0.37241,0.041395,0.041406,-0.524137,-1.659312,-3.077846,-3.679737,-3.540075,-3.034943,1.0,61.494419
-0.74064,0.423223,-0.806773,4.289657,4.289654,-3.510117,-4.783759,-6.52912,-7.003043,-7.335415,-6.920465,1.0,64.132317
0.849256,0.849256,-0.849257,-0.330644,-0.330641,-2.37792,-3.687636,-5.582099,-6.18784,-6.905604,-6.496409,0.0,63.920269
-0.712496,0.065965,-1.306238,0.570594,0.570597,-1.905269,-3.752477,-5.381542,-6.263009,-7.161088,-6.844998,1.0,64.284996
-0.145639,0.132395,-1.098904,-0.343056,-0.343047,-0.757322,-2.820079,-4.38061,-5.553891,-6.399546,-6.374315,0.0,64.064468
1.168638,1.413237,-0.013581,-2.56852,-2.568549,2.155207,0.078838,-1.358859,-2.846259,-3.654071,-3.781463,0.0,62.418941
0.393115,0.52868,-0.257551,0.2446,0.244629,1.407069,0.151816,-1.136875,-2.796539,-3.465374,-3.952277,1.0,62.571636
-0.188449,0.080761,-0.955713,0.704899,0.704869,0.409221,-0.281314,-1.397212,-3.064328,-3.787471,-4.569085,1.0,63.012684
-0.479361,0.532626,-0.719041,1.090318,1.09033,-0.85752,-0.930753,-2.197951,-3.598529,-4.492915,-5.399665,1.0,63.69973
-0.862642,0.172535,-1.220966,0.332889,0.332904,-1.234253,-0.877247,-2.136701,-3.422701,-4.509466,-5.352329,1.0,63.911789
0.602416,0.829991,-0.38821,-0.862642,-0.862667,-0.07763,0.279803,-0.964729,-2.137867,-3.447455,-4.251038,0.0,63.360443
1.114433,1.114433,-0.366953,-1.499324,-1.499311,1.391675,1.530304,0.737517,-0.313266,-1.758089,-2.448131,0.0,62.410473
1.308102,1.308102,-0.083493,-2.337593,-2.337595,3.142219,3.47342,3.107896,2.238381,0.799333,0.078716,0.0,60.951569
-0.493692,0.397697,-1.631919,1.475086,1.475094,1.044977,1.575695,1.702319,0.805676,-0.364237,-1.190558,1.0,61.850662
-0.068432,0.369503,-0.602166,0.205708,0.205702,0.213491,1.030515,1.548287,0.741072,-0.284658,-1.23931,1.0,61.97789
-0.784789,0.359134,-0.784789,2.887642,2.887643,-2.471402,-1.593511,-1.064113,-1.815642,-2.704443,-3.798508,1.0,63.76759
-0.119021,0.304146,-0.502519,0.585266,0.585255,-2.499333,-1.921446,-1.638891,-2.109885,-2.901871,-4.090181,1.0,64.140793
-0.237155,0.46113,-0.619238,0.370271,0.370271,-1.794461,-2.071141,-1.95432,-2.233853,-2.921732,-4.104077,1.0,64.378288
1.113905,1.113905,-0.132616,-0.645584,-0.645559,-0.495974,-1.393734,-1.350858,-1.365886,-2.117509,-3.127809,0.0,63.962688
1.410321,1.410321,-0.11975,-0.331521,-0.331553,0.391176,-1.090996,-1.055517,-0.858823,-1.569971,-2.482692,0.0,63.750618
0.835983,1.141189,-0.291935,0.266095,0.266117,0.1725,-1.265929,-1.161542,-0.932198,-1.605631,-2.418618,1.0,63.920269
0.361683,0.549224,-0.750175,-0.942143,-0.942146,0.865369,-0.183527,-0.142895,-0.054258,-0.497258,-1.222598,0.0,63.318047
0.931891,1.192264,-0.23297,-2.250504,-2.250501,2.38454,2.26668,2.035533,2.083041,1.830336,1.210994,0.0,61.893074
-1.032454,0.080446,-1.260396,2.206388,2.206387,-0.048275,0.281571,-0.213647,-0.201804,-0.224196,-0.864849,1.0,63.258675
-0.945783,0.306385,-1.33209,0.65701,0.657015,-0.72466,-0.106574,-0.889845,-0.883852,-0.736921,-1.330766,1.0,63.674294
1.369491,1.369491,-0.214827,-0.785929,-0.785948,-0.174534,0.59077,-0.124411,-0.038931,0.155753,-0.39831,0.0,63.173847
1.193541,1.464797,-0.108505,-1.006982,-1.006977,0.591351,1.35766,0.905106,0.97518,1.072563,0.718841,0.0,62.537701
