-0.691569,0.553246,-1.146023,1.524580,1.524602,0.493954,0.458392,0.044775,-0.000014,-0.284542,-1.001791,1.000000,40.011341
0.197585,0.454454,-0.671806,0.0,0.0,0.244996,0.45049,0.060582,0.03259,-0.212619,-0.758097,0.0,40.011341
0.603134,0.904698,-0.241261,-1.719026,-1.719025,1.37916,1.936054,1.694128,1.701835,1.492546,1.099704,0.0,39.323536
-0.780312,0.020012,-1.140456,0.482505,0.48249,0.356151,1.358547,1.188479,1.123454,1.024414,0.702953,1.0,39.513268
-0.381454,0.863282,-0.843208,-0.340134,-0.340119,0.68259,1.499686,1.567276,1.385252,1.394084,1.095484,0.0,39.378876
-0.099846,0.339453,-0.758788,0.542062,0.542065,-0.071892,0.742795,0.990399,0.809689,0.832251,0.630307,1.0,39.592335
-0.341019,0.341027,-0.601803,-0.459273,-0.459298,0.084274,0.928803,1.349398,1.210649,1.263006,1.104663,0.0,39.410488
1.08981,1.130176,-0.100906,-0.601803,-0.601787,0.613521,1.190716,1.755801,1.716445,1.796163,1.670364,0.0,39.173321
-0.540543,0.300294,-0.720723,0.807269,0.807261,-0.2042,0.106111,0.878213,0.885887,0.906508,0.870204,1.0,39.489552
-0.359281,0.239527,-0.638721,0.300294,0.3003,-0.387223,-0.143706,0.479044,0.637727,0.56128,0.608119,1.0,39.608139
0.078472,0.922107,0.0,1.736533,1.736535,-1.738285,-1.777518,-1.256954,-1.014328,-1.108107,-1.063376,1.0,40.295948
-0.68094,0.330735,-0.700391,0.843635,0.843636,-1.957203,-2.445529,-2.062263,-1.769462,-1.864598,-1.818425,1.0,40.635899
0.924252,1.547119,-0.502311,-3.17121,-1.698594,0.123617,-0.604099,-0.469314,-0.127812,-0.175449,-0.122763,0.0,39.94566
0.124099,0.703208,-0.703206,-2.853128,-2.853151,2.711876,2.132835,2.150339,2.669425,2.672842,2.688703,0.0,38.80595
-0.208982,0.14629,-1.149423,-1.034126,-1.034115,3.158393,2.946368,3.043125,3.510416,3.664808,3.620207,0.0,38.404652
-0.445582,0.91237,-0.721409,-1.504696,-1.504698,3.428814,4.052316,4.232288,4.74863,5.043389,5.027412,0.0,37.826778
0.021088,0.421854,-0.822611,0.594099,0.594098,1.459609,3.080652,3.273338,3.807027,4.213672,4.24376,1.0,38.051506
0.062891,0.293499,-0.587008,0.611687,0.611692,-0.025164,2.221724,2.46449,2.881172,3.359986,3.459613,1.0,38.284264
-0.721945,0.268154,-0.783833,1.635218,1.635233,-1.580046,0.428187,0.712605,1.01228,1.599257,1.734568,1.0,38.910301
-0.225875,0.328542,-0.595485,0.453797,0.45378,-1.675562,-0.15884,0.207852,0.51458,1.027897,1.266956,1.0,39.086868
-0.204673,0.429797,-0.245598,0.328542,0.328555,-1.289406,-0.761369,-0.184407,0.083918,0.573921,0.888494,1.0,39.21529
0.290577,0.601912,-0.498134,-1.391733,-1.391763,0.423434,0.130779,1.096651,1.323008,1.803108,2.194049,0.0,38.669506
-0.975302,0.352774,-1.03756,0.020753,0.020766,0.605944,-0.217881,0.990206,1.218461,1.589252,2.025178,1.0,38.677536
-0.124089,0.041367,-1.199582,0.332017,0.332012,0.219245,-0.548073,0.538577,0.792381,1.070974,1.596925,1.0,38.80595
-0.245096,0.42892,-0.306368,1.261636,1.261654,-0.923212,-1.560463,-0.767101,-0.47403,-0.200005,0.255621,1.0,39.295547
0.20383,0.244596,-0.754183,0.204252,0.204232,-1.043618,-1.367703,-1.125142,-0.704375,-0.467974,-0.037318,1.0,39.375801
-0.930795,0.364225,-1.092669,0.733789,0.733811,-1.262656,-1.679487,-2.008639,-1.395658,-1.227983,-0.836494,1.0,39.664745
-0.039785,0.258608,-0.5371,1.719956,1.719958,-2.104647,-2.830725,-3.599242,-2.917492,-2.796633,-2.529258,1.0,40.346962
-0.237771,0.039629,-0.832181,0.397854,0.397854,-1.652475,-2.821491,-3.701221,-3.17656,-3.083652,-2.920875,1.0,40.507484
